id,groudTruthContext,retrievedContext,questionId,question,answer
1394,"What you are looking for is travel insurance. I have never heard of this being offered as a credit card perk, but there might be something out there.  You can buy this separately, but only you can decide if it is worth the costs. To me, it would seem to only be worth it for something quite expensive, like a cruise that costs thousands of dollars. The more you travel, the less likely it is to be worth it, since at some point the cost of one canceled trip is less than the insurance paid on the rest of the trips that went through fine. As a frequent traveller, I recommend that you build some flexibility into your plans, especially during the winter. It is not always possible, but try not to need to be somewhere the day of or the day after your flight.  Try to book flights early in the day, as they are less likely to be delayed by problems in flights before them, and you have more options for rebooking. Flight delays due to weather and mechanical problems are not uncommon, and with generally full flights it is sometimes hard to be rebooked in a reasonable amount of time.  Finally, be nice to the gate agents and other airline personel.  In general, they aren't any happier about delays than you are (flight crews want to get home too) and don't have any power over weather or mechanical delays.  Being rude to them will not help, and will make them less likely to go out of their way to find a solution. Be assertive in asking for what you want, but a smile and a kind word goes a long way.","""The statement is (in laymans terms - if not in real terms) correct. Most credit cards (I know this to be true for VISA and Mastercard) have dispute processes and will do a chargeback on the merchant - ie take the money back from the supplier in cases where you don't receive the goods or other fraud - Particularly if they can't produce a signature and (for transactions which are not face-to-face) a tracking number. Your exact rights will vary by bank, but mostly they need to follow the guidelines set by the Credit Card company - and you do need to be a bit careful - if you received goods which were fake or a dispute arises you may be up for shipping the goods back to the merchant - and you have a limited - but reasonable time - in which to make the dispute. (The statement """"the money is the banks"""" is not technically true, there is no money involved until you pay it, only credit [ they are very different, but almost no-one knows that, I communicated with a Minister of Finance on the topic], but this is quite technical and as a layman not something you need to worry about here)""","4043    3052
Name: query-id, dtype: int64","Merchant dispute with airline over missed flight, and which credit cards offer protection?",
1472,"""From what I've heard in the past, debt can be differentiated between secured debt and unsecured debt.   Secured debt is a debt for which something stands good such as a mortgage on your house.  You have a debt, but that debt is covered by the value of an asset and if you needed to free yourself of the debt, then you could by selling that asset.   This is what is known as """"good"""" debt.   Unsecured debt is debt that is incurred where the only thing that is available to pay it back is your income.  An example of this is credit card debt where you purchase something that couldn't be sold again to pay off the debt.   This is know as """"bad"""" debt. You have to be careful about thinking that house debt is always """"good"""" debt because the house stands good for it though.  The problem with that is that the house could go down in value and then suddenly your """"good"""" debt is """"bad"""" debt (or no longer secured).  Cars are very risky this way because they go down in value.  It is really easy to get a car loan where before long you are upside down.    This is the problem with the term """"good"""" debt. The label makes it sound like it is a good idea to have that debt, and the risk associated with having the debt is trivialized and allows yourself to feel good about your financial plan.  Perhaps this is why so many houses are in foreclosure right now, people believed the """"good"""" debt myth and thought that it was ok to borrow MORE than the home was worth to get into a house.  Thus they turned a secured debt into an unsecured debt and put their residence at risk by levels of debt they couldn't afford. Other advice I've heard and tend to agree with, is that you should only borrow for a house, an education and maybe a car (danger on that last one), being careful to buy a modest house, car etc that is well within your means to repay.   So if you do have to borrow for a car, go for basic transportation instead of the $40,000 BMW.  Keep you house payment less than 1/4th of your take home pay. Pay off the school loans as quickly as possible. Regardless of the label, """"good"""" """"bad"""" """"unsecured"""" """"secured"""", I think that less debt is better than more debt.   There is definitely such a thing as too much """"good"""" debt!""","""In general, all forms of debt are bad, as they keep you tied to a financial institution and can be an emotional burden for many. In the book Payback (by Margaret Atwood), debt is even described as a sin. However some forms of debt are necessary and some can help create wealth. """"Good"""" debt: a mortgage - to purchase a home, which is an asset that usually appreciates in value.  Necessary debt: car loan or lease - only when there is no other mode of transportation to get to work. Really bad debt: unpaid credit cards - for dinners out.""","4917    3487
Name: query-id, dtype: int64",What is the difference between “good debt” vs. “bad debt”?,
1519,"""Not knowing anything about your situation or what makes it so complex, I would have to agree with the other commenters.  If your accountant screws up your business goes under, but at least your personal finances are safe from that and you'll recover (unless all your wealth is tied up in your business).  If your virtual assistant uses your personal information to take all your money, ruin your credit, or any number of other things, you're going to spend a loooong time trying to get things """"back to normal"""". If the few hours per month spent managing your finances is starting to add up, I might suggest looking into other ways to automate and manage them.  For instance, are all of your bills (or as many as you can) e-bills that can be issued electronically to your bank?  Have you set up online bill pay with your bank, so that you can automatically pay all the bills when they arrive?  Have you tried using any number of online services (Mint, Thrive, your bank's """"virtual wallet/portfolio"""") to help with budget, expense tracking, etc.? Again, I don't know your exact situation, but hopefully some of these suggestions help.  Once I started automating my savings and a lot of my bill paying, it gave me a lot of peace of mind.""",Money Manager Ex PROS: CONS,"2640    2319
Name: query-id, dtype: int64",Pros and cons of using a personal assistant service to manage your personal finances?,
1531,"""In the strictest sense of the words, Freehold and leasehold mean what you think they do. Freehold is that you own it outright and leasehold is a rental situation. That being said, there are scenarios like what Peter K. mentioned in his comment, where you're purchasing the building and business outright, but the land it sits on is actually being leased from a separate land-owner.  You may also be seeing the business itself being offered as freehold or leasehold. In this case, you may be purchasing the business of the pub from a pub company, but the building the pub resides in is leased from a property owner. The """"pub"""" would be the business plan, decor, alcohol partnerships, etc. but not the physical structure in which it resides.  You should really look into hiring an Estate Agent to help you find what you're looking for. They will be able to assist in narrowing down your list, and may know of opportunities you're not seeing in ads.""","""In the strictest sense of the words, Freehold and leasehold mean what you think they do. Freehold is that you own it outright and leasehold is a rental situation. That being said, there are scenarios like what Peter K. mentioned in his comment, where you're purchasing the building and business outright, but the land it sits on is actually being leased from a separate land-owner.  You may also be seeing the business itself being offered as freehold or leasehold. In this case, you may be purchasing the business of the pub from a pub company, but the building the pub resides in is leased from a property owner. The """"pub"""" would be the business plan, decor, alcohol partnerships, etc. but not the physical structure in which it resides.  You should really look into hiring an Estate Agent to help you find what you're looking for. They will be able to assist in narrowing down your list, and may know of opportunities you're not seeing in ads.""","1751    1711
Name: query-id, dtype: int64",Freehold and Leasehold for Pub/Bar?,
1565,"Yes, it's a risk. To put it in perspective, If we look at the data for S&P returns since 1871, we get a CAGR of 10.72%. But, that comes with a SDev (Standard deviation) of 18.67%. This results in 53 of the 146 years returning less than 4%.  Now if we repeat the exercise over rolling 8 year periods, the CAGR drops to 9.22%, but the SDev drops to 5.74%. This results in just 31 of the 139 periods returning less than 4%. On the flip side, 26 periods had an 8 year return of over 15% CAGR.  From the anti-DS article you linked, I see that you like a good analogy. For me, the returns of the S&P over the long term are like going to Vegas, and finding that after you run the math of their craps (dice rolling game) you find the expected return is 10%. You can still lose on a given roll. But over a series of a larger number of rolls, you're far ahead.  To D Stanley - I agree that returns are not quite normal, but they are not so far off. Of the 139 rolling returns, we'd expect about 68% or 95 results to be 1 SDev away. We get 88 returns +/-1SDev. 2 SDevs? We'd expect only 5% to lie outside this range, and in fact, I only get one result on the low side and 4 on the high side, 5 results vs the 7 total we'd expect. The results are a bit better (more profitable) than the Normal Bell Curve fit would suggest.","Paying off the student loans slower and investing the rest has some advantages - the interest is tax deductible (essentially lowering that 7% number), and it helps allow you to build up a liquid emergency fund which is more important to financial security than returns.","9339    6195
Name: query-id, dtype: int64",Should I use put extra money toward paying off my student loans or investing in an index fund?,
1577,"If I buy VUSA from one exchange, can I sell it in a different exchange, assuming my brokerage account lets me trade in both exchanges? Or is it somehow tied to the exchange I bought it from? This doesn't happen for all securities and between all stock exchanges. So that is dependent on broker and country. I checked for VUSA with Selftrade. They categorically refused allowing me to trade in VUSA in different exchanges. I can only buy and sell in same currency only, albeit sell(buy) in the same exchange where I buy(sell) from. Should be the same behaviour for all brokers for us mere mortals, if you are a bank or a millionaire than that might be a different question.  The VUSA you quote is quoted in GBP in LSE and in EUR in AEX, and the ETF has been created by an Irish entity and has an Irish ISIN.  As Chris mentioned below, happens between US and Canadian exchanges, but not sure it happens across all exchanges. You cannot deal in inter-listed stocks in LSE and NYSE. Since it's the same asset, its value should not vary across exchanges once you compensate for exchange rates, right? Yes, else it opens up itself for arbitrage (profit without any risk) which everybody wants. So even if any such instance occurs, either people will exploit it to make the arbitrage profit zero (security reflects the equilibrium price) or the profit from such transaction is so less, compared with the effort involved, that people will tend to ignore it. Anyways arbitrage profit is very difficult to garner nowadays, considering the super computers at work in the market who exploit these discrepancies, the moment they see them and bring the security right to the zero arbitrage profit point. If there's no currency risk because of #2, what other factors should I consider when choosing an exchange to trade in? Liquidity? Something else? Time difference, by the time you wake up to trade in Japan, the Japanese markets would have closed. Tax implications across multiple continents. Law of the land, providing protection to investors. Finding a broker dealing in markets you want to explore or dealing with multiple brokers. Regulatory headaches.",Wikipedia has a fairly detailed explanation of ETFs.  http://en.wikipedia.org/wiki/Exchange-traded_fund,"14036    10956
Name: query-id, dtype: int64",How does it work when the same ETF is listed on several stock exchanges?,
1642,"""During Graham's career, gold and currency were the same thing because of the gold standard. Graham did not advise investing in currencies, only in bonds and stocks, the latter only for intelligent speculation. Graham died a couple of years after Nixon closed the gold window, ending the gold standard.  Gold may be thought of as a currency even today, as endowments and other investors use it as a store of value or for diversification of risks. However, currency or commodities investing does not seem Graham-like. How could you reliably estimate intrinsic value of a currency or commodity, so that you can have a Graham-like margin of safety after subtracting the intrinsic value from the market value?  Saying that gold is """"clearly underpriced in today's market"""" is just hand-waving. A Graham analysis such as """"net net"""" (valuing stocks by their current tangible assets net of all liabilities) is a quantitative analysis of accounting numbers audited by CPAs and offers a true margin of safety.""","""During Graham's career, gold and currency were the same thing because of the gold standard. Graham did not advise investing in currencies, only in bonds and stocks, the latter only for intelligent speculation. Graham died a couple of years after Nixon closed the gold window, ending the gold standard.  Gold may be thought of as a currency even today, as endowments and other investors use it as a store of value or for diversification of risks. However, currency or commodities investing does not seem Graham-like. How could you reliably estimate intrinsic value of a currency or commodity, so that you can have a Graham-like margin of safety after subtracting the intrinsic value from the market value?  Saying that gold is """"clearly underpriced in today's market"""" is just hand-waving. A Graham analysis such as """"net net"""" (valuing stocks by their current tangible assets net of all liabilities) is a quantitative analysis of accounting numbers audited by CPAs and offers a true margin of safety.""","841    989
Name: query-id, dtype: int64",Why doesn't Graham consider gold as an investment?,
1705,"""Yes, your tax bracket is 25%.  However, that doesn't mean that your take home pay will be 75% of your salary.  There is much more that goes into figuring out what your take home pay will be. First, you have payroll taxes.  This is often listed on your pay stub as """"FICA.""""  The Social Security portion of this tax is 6.2% on the first $118,500 of your pay and the Medicare portion is another 1.45% on the first $200,000.  (Your employer also has to pay additional tax that does not appear on your stub.)  So 7.65% of your salary gets removed off the top. In addition to the federal income taxes that get withheld, you may also have state income taxes that get withheld.  The amount varies with each state. Also, the 25% tax bracket does not mean that your tax is 25% of your entire salary.  You step through the tax brackets as your income goes up.  So part of your salary is taxed at 10%, part at 15%, and the remainder is at 25%. The amount of federal income tax that is withheld from your paycheck is really a rough estimate of how much tax you actually owe.  There are lots of things that can reduce your tax liability (personal exemptions, deductions, credits) or increase your tax (investment income, penalties).  When you do your tax return, you calculate the actual tax that you owe, and you either get a refund if too much was taken out of your check, or you need to send more money in if too little was taken out.""","Tax brackets refer to the range of taxable within which you fall. An income tax bracket usually refers to federal or state tax, not the combined rate. I have put here the tax brackets for 2016 for IRS and State of California.  https://www.irs.com/articles/2016-federal-tax-rates-personal-exemptions-and-standard-deductions  https://www.ftb.ca.gov/forms/2016-california-tax-rates-and-exemptions.shtml According to those, a taxable income of 100,000USD would fall in the 28% bracket for the IRS and 9.30% for State of California. The combined rate is therefore 37.3%. However, this does not mean you would pay 37,300USD. First of all, your applicable tax rate applies only for each dollar in your tax bracket (e.g. 28% * 8,849USD for IRS). Therefore, to calculate your combined taxes you would need to do:  Therefore, your effective tax rate would be much lower than the combined tax rate of 37.3%. Now do note that this is an example to illustrate tax brackets and is nowhere near the amount of taxes you would be required to pay because of various credits and deductions that you would be able to benefit from. Edit: As suggested in the comments, a note on marginal tax rate (referred to here as combined tax rate). This is the rate of taxes paid on an additional dollar of income. Here, every additional dollar of income would be taxed at 37.3%, leaving you with 62.7 cents.","7598    4949
Name: query-id, dtype: int64",Tax brackets in the US,
1897,"Wire transfers normally run through either the Fedwire system or the Clearing House Interbank Payments System (CHIPS). The process generally works like this: You approach a bank or other financial institution and ask to transfer money. You give the bank a certain code, either an international bank account number or one of several other standards, which informs the bank where to send the money.  The bank sends a message through a system like Fedwire to the receiving bank, along with settlement instructions.  This is where the process can get a bit tricky. For the wire transfer to work, the banks must have reciprocal accounts with each other, or the sending bank must send the money to a bank that does have such an account with the receiver. If the sending bank sends the money to a third-party bank, the transaction is settled between them, and the money is then sent to the receiving bank from the third-party bank. This last transaction may be a wire transfer, ACH transfer, etc.  The Federal Reserve fits into this because many banks hold accounts for this purpose with the Federal Reserve. This allows them to use the Fed as the third-party bank referred to above. Interestingly enough, this is one of the significant ways in which the Fed makes a profit, because it, along with every other bank and routing agent in the process, collects a miniscule fee on this process.  You'll often find sources that state that Fedwire is only for transferring large transactions; while this is technically correct, it's important to understand that financial institutions don't settle every wire transfer or payment immediately. Although the orders are put in immediately, the financial institutions settle their transactions in bulk at the end of the business day, and even then they normally only settle the difference. So, if Chase owes Bank of America $1M, and Bank of America owes Chase $750K, they don't send these as two transactions; Chase simply credits BAC $250K.  You didn't specifically ask about ACH transfers, which as littleadv pointed out, are different from wire transfers, but since ACH transfers can often form a part of the whole process, I'll explain that process too. ACH is a payment processing system that works through the Federal Reserve system, among others. The Federal Reserve (through the Fedline and FedACH systems) is by far the largest payment processor.  The physical cash itself isn't transferred; in simple terms, the money is transferred through the ACH system between the accounts each bank maintains at the Federal Reserve.  Here is a simple example of how the process works (I'm summarizing the example from Wikipedia). Let's say that Bob has an account with Chase and wants to get his paycheck from his employer, Stack Exchange, directly deposited into this account. Assume that Stack Exchange uses Bank of America as their bank.  Bob, the receiver, fills out a direct deposit authorization form and gives it to his employer, called the originator. Once the originator has the authorization, they create an entry with an Originating Depository Financial Institution, which acts as a middleman between a payment processor (like the Federal Reserve) and the originator. The ODFI ensures that the transaction complies with the relevant regulations. In this example, Bank of America is the ODFI.  Bank of America (the ODFI) converts the transaction request into an ACH entry and submits it, through an ACH operator, to the Receiving Depository Financial Institution (RDFI), which in this case is Chase bank. Chase credits (deposits) the paycheck in Bob's account.  The Federal Reserve fits into all of this in several ways. Through systems like Fedline and FedACH, the Fed acts as an ACH operator, and the banks themselves also maintain accounts at the Federal Reserve, so it's the institution that actually performs the settling of accounts between banks.","From http://en.wikipedia.org/wiki/Wire_transfer: The entity wishing to do a transfer approaches a bank and gives the bank the order to transfer a certain amount of money. IBAN and BIC codes are given as well so the bank knows where the money needs to be sent.  The sending bank transmits a message, via a secure system (such as SWIFT or Fedwire), to the receiving bank, requesting that it effect payment according to the instructions given.  The message also includes settlement instructions. The actual transfer is not instantaneous: funds may take several hours or even days to move from the sender's account to the receiver's account.  Either the banks involved must hold a reciprocal account with each other, or the payment must be sent to a bank with such an account, a correspondent bank, for further benefit to the ultimate recipient.  Banks collect payment for the service from the sender as well as from the recipient. The sending bank typically collects a fee separate from the funds being transferred, while the receiving bank and intermediate banks through which the transfer travels deduct fees from the money being transferred so that the recipient receives less than what the sender sent. The last point may not be relevant in domestic transfers.","5859    3931
Name: query-id, dtype: int64",How do wire transfers get settled?,
1937,"When I had a high-deductible healthcare plan, I used http://www.ehealthinsurance.com/ to do comparisons among the plans.  As far as comparing the costs of specific procedures across providers, I'm not aware of any good ways either.","When I had a high-deductible healthcare plan, I used http://www.ehealthinsurance.com/ to do comparisons among the plans.  As far as comparing the costs of specific procedures across providers, I'm not aware of any good ways either.","1873    1818
Name: query-id, dtype: int64",Tools for comparing costs between different healthcare providers?,
1962,"""You need a license/registration to be a """"conventional"""" financial planner.  But as long as your work is limited to budgets, and cash flow analysis, it may be more like accounting. In your shoes, I would consult the local CPA association about what you need (if anything) to do what you're doing.""","You know there is a small group of individuals who focus on strictly planning without implementation. They are not securities licensed (no 7,6,66,63 license) so they cannot sell or discuss securities, but they do put together financial plans to help individuals recover from debt and rework spending/saving strategies. They also usually work hand in hand with a CFP or ChFc to do the implementation process. The hard part is making money at it. Financial Planners make most of their income on high net worth clients. You would be targeting low income or troubles income clients that would have a hard time paying money for the service. I am not saying it cannot be done, you just have your work cut out for you. But it is a noble career and you would be helping idividuals have a better life. That speaks volumes!","5858    3925
Name: query-id, dtype: int64","How can I help others plan their finances, without being a “conventional” financial planner?",
2018,"""As i see it, with a debit card, they   are taken kinda out of the game. They   are not lending money, it seems really   bad for them. Not exactly. It is true that they're not lending money, but they charge a hefty commission from the retailers for each swipe which is pure profit with almost no risk. One of the proposals considered (or maybe approved already, don't know) in Congress is to cap that hefty commission, which will really make the debit cards merely a service for the checking account holder, rather than a profit maker for the bank. On the other hand, it's   definitely good for individuals. I disagree with that. Debit cards are easier to use than checks, but they provide much less protection than credit cards. Here's what I had to say on this a while ago, and seems like the community agrees. But, why do we really need a credit   history to buy some of the more   expensive stuff Because the system is broken. It rewards people in debt by giving them more opportunities to get into even more debts, while people who owe nothing to noone cannot get a credit when they do need one. With the current system the potential creditor can only asses the risk of someone who has debt already, they have no way of assessing risks of someone with no debts. To me, all this credit card system   seems like an awfully nice way to make   loads of money, backed by governments   as well. Well, credit cards have nothing to do with it. It's the credit scores system that is broken. If we replace the """"card"""" with """"score"""" in your question - then yes, you're thinking correctly. That of course is true for the US, in other countries I have no knowledge on how the creditors assess the risks.""","For India there are very few services that are integrated with Bank & Card Accounts. one such example is from myuniverse from Birla Group, other is money manager from ICICI Bank and also a service from Intuit","4490    3279
Name: query-id, dtype: int64",Are Credit Cards a service to banks?,
2025,"""It's not usually apparent to the average consumer, but there's actually two stages to collecting a payment, and two ways to undo it.  The particular combination that occurs may lead to long refund times, on top of any human delays (like Ben Miller's answer addresses). When you pay with a credit card, it is typically only authorized - the issuing bank says """"I'm setting this money aside for this transaction"""", but no money actually changes hands.  You'll typically see this on your statement as a """"pending"""" charge.  Only later, in a process called """"settlement"""", does your bank actually send money to the merchant's bank.  Typically, this process starts the same day that the authorization happens (at close of business), but it may take a few days to complete.  In the case of an ecommerce transaction, the merchant may not be allowed to start it until they ship whatever you ordered. On the flip side, a given transaction can be voided off or money can be sent back to your card.  In the first case, the transaction will just disappear altogether; in the second, it may disappear or you may see both the payment and the refund on your statement.  Voids can be as fast as an authorization, but once a transaction has started settlement, it can't be voided any more.  Sending money back (a """"refund"""") goes through the same settlement process as above, and can take just as long. So, to specifically apply that to your question: You get the SMS when the transaction is authorized, even though no money has yet moved.  The refund money won't show up until several days after someone indicates that it should happen, and there's no """"reverse authorize"""" operation to let you or your bank know that it's coming.""","""It's not usually apparent to the average consumer, but there's actually two stages to collecting a payment, and two ways to undo it.  The particular combination that occurs may lead to long refund times, on top of any human delays (like Ben Miller's answer addresses). When you pay with a credit card, it is typically only authorized - the issuing bank says """"I'm setting this money aside for this transaction"""", but no money actually changes hands.  You'll typically see this on your statement as a """"pending"""" charge.  Only later, in a process called """"settlement"""", does your bank actually send money to the merchant's bank.  Typically, this process starts the same day that the authorization happens (at close of business), but it may take a few days to complete.  In the case of an ecommerce transaction, the merchant may not be allowed to start it until they ship whatever you ordered. On the flip side, a given transaction can be voided off or money can be sent back to your card.  In the first case, the transaction will just disappear altogether; in the second, it may disappear or you may see both the payment and the refund on your statement.  Voids can be as fast as an authorization, but once a transaction has started settlement, it can't be voided any more.  Sending money back (a """"refund"""") goes through the same settlement process as above, and can take just as long. So, to specifically apply that to your question: You get the SMS when the transaction is authorized, even though no money has yet moved.  The refund money won't show up until several days after someone indicates that it should happen, and there's no """"reverse authorize"""" operation to let you or your bank know that it's coming.""","5361    3685
Name: query-id, dtype: int64",Why does it take so long to refund to credit card?,
2040,"I was thinking to do mix of ELSS and Tax Saving FDs. But is my choice correct? Also what other options I am left with? This depends on individual's choice and risk appetite. Generally at younger age, investment in ELSS / PPF is advisable. Other options are Life Insurance, Retirement Plans by Mutual Funds, NSC, etc","I vote for Plan B: PLAN B: Put into 401 K whatever I have   in April (will be less than max) and   just pay the extra tax. This is path   of least resistance and easy but   expensive. This plan is the simplest and has the least moving parts.   It will be over in April, is easily understood, and does not add extra risk to your life. That being said, the real plan is for next year: save for taxes along the way instead of getting hit with a big bang.","11498    7862
Name: query-id, dtype: int64",What could be the best tax saving option before a month of financial year end,
2085,"In a secular bull market, strong investor sentiment drives prices higher, as participants, over time, are net buyers. Secular markets are typically driven by large-scale national and   worldwide events... demographic/ population shifts,   governmental policies... bear market periods occur within   the longer interval, but do not reverse the trend. There are still many reasons to buy the long bond, despite the lack of yield (nearly flat term structure of interest rates). Despite the recent credit ratings agency downgrades of U.S. sovereign risk, the T-bond offers greater relative security than many alternatives.  If Germany were NOT part of the EU, its government bonds would be issued by the Bundesbank, denominated in Deutsche Marks. German government bonds would probably be a better choice than the U.S. Treasury's 30-year bond.  Long-term maturity U.S. Treasuries are in demand by investment and portfolio managers because:","In a secular bull market, strong investor sentiment drives prices higher, as participants, over time, are net buyers. Secular markets are typically driven by large-scale national and   worldwide events... demographic/ population shifts,   governmental policies... bear market periods occur within   the longer interval, but do not reverse the trend. There are still many reasons to buy the long bond, despite the lack of yield (nearly flat term structure of interest rates). Despite the recent credit ratings agency downgrades of U.S. sovereign risk, the T-bond offers greater relative security than many alternatives.  If Germany were NOT part of the EU, its government bonds would be issued by the Bundesbank, denominated in Deutsche Marks. German government bonds would probably be a better choice than the U.S. Treasury's 30-year bond.  Long-term maturity U.S. Treasuries are in demand by investment and portfolio managers because:","6765    4398
Name: query-id, dtype: int64",What's behind the long secular bull market in U.S. Treasuries?,
2205,"If the check is written as a check to BigCo, it is less clear how Jack can compensate himself for the equity sale. It is as if the equity was owned by the corporation, not by Jack. This is correct.  If the check is written to BigCo, then it is BigCo issuing new shares.  Jack doesn't compensate himself for the equity sale, as he didn't sell anything.  The company traded shares for money which it uses for expansion.  In the long term, the capital gain from expansion may exceed the value of a $200,000 no-interest loan to the company.   If the value of the company before investing $250,000 is $1 million, then the value after investing is $1.25 million.  So $250,000 is 20% of the value of the company.  BigCo should not give the buyer 25% of BigCo but only 20% in that example.  If it does give 25%, the buyer is getting a $312,500 stake for only $250,000.   With the other example, Jack sells 25% of the company for $250,000 from his personal shares.  This doesn't change the assessed value of the company, just Jack's stake.  Jack then loans the company $200,000.  This also doesn't change the assessed value of the company (at least in theory).  It gains $200,000 but has an offsetting debt of $200,000.  In net, that's no change.  Assets and liabilities balance the same.   So if you know that the assessed value of the company is $1 million and that the buyer is paying $250,000 for a 25% stake at that same valuation, then you know that the check is being written to Jack.  If the check is written to BigCo, then one or more of those numbers is incorrect.   The buyer could be getting a 20% stake.  The new value of the company after the investment is $1.25 million.   Or paying $333,333.33.  The new value of the company after the investment is $1,333,333.33.   Or BigCo could only be worth $750,000 before the investment.  The new value of the company after the investment is $1 million.   Or Jack is getting screwed, selling $312,500 in stock (25%) for only $250,000.  Jack's shares drop from being worth $1 million to only $937,500.  The value of the company is $1.25 million.   Or some combination of smaller changes that balances.","In the US, and I suspect in most of the developed world, one major point of a corporation is limited liability.  The stockholders are not on the hook for liabilities beyond their investment.  If the company does something terrible, or fails economically, it goes bankrupt.  Usually the stockholders have their investment wiped out, but they are guaranteed that they do not have to pay more in to any settlement.","8682    5765
Name: query-id, dtype: int64",When does it make sense for the money paid for equity to go to the corporation?,
2225,"I've had luck finding old stock information in the Google scanned newspaper archives. Unfortunately there does not appear to be a way to search exactly by date, but a little browsing /experimenting should get what you want. For instance, here's a source which shows the price to be 36 3/4 (as far as I can read anyway) on that date.","I've had luck finding old stock information in the Google scanned newspaper archives. Unfortunately there does not appear to be a way to search exactly by date, but a little browsing /experimenting should get what you want. For instance, here's a source which shows the price to be 36 3/4 (as far as I can read anyway) on that date.","12626    9179
Name: query-id, dtype: int64",How can I find the historical stock price for a specific stock on a specific date?,
2234,"Usually that is the case that when fixed rates are lower than the variable rates, it is an indication that the banks feel the next movement in rates could be down. You also need to look at the fixed rates for different periods, for example 1 year fixed compared to 3 year fixed and 5 year fixed rates. If you find the 3 and 5 year fixed rates are higher than the 1 year fixed rates this could be an indication that the banks feel rates will fall in the short term but the falls won't last long and will continue to rise after a year or so. If the 3 year fixed rates are also low in comparison, then the banks may feel that the economy is heading for a longer term down trend. The banks won't want to lose out, so will change their fixed rates on their perception of where they feel the economy is headed. Since your post in May 2011, the standard variable rate has since dropped twice (in November and December) to be at 7.30%. You will also find that fixed rates have also been dropped further by the banks, indicating additional future cuts in the variable rates. Regards, Victor","Usually that is the case that when fixed rates are lower than the variable rates, it is an indication that the banks feel the next movement in rates could be down. You also need to look at the fixed rates for different periods, for example 1 year fixed compared to 3 year fixed and 5 year fixed rates. If you find the 3 and 5 year fixed rates are higher than the 1 year fixed rates this could be an indication that the banks feel rates will fall in the short term but the falls won't last long and will continue to rise after a year or so. If the 3 year fixed rates are also low in comparison, then the banks may feel that the economy is heading for a longer term down trend. The banks won't want to lose out, so will change their fixed rates on their perception of where they feel the economy is headed. Since your post in May 2011, the standard variable rate has since dropped twice (in November and December) to be at 7.30%. You will also find that fixed rates have also been dropped further by the banks, indicating additional future cuts in the variable rates. Regards, Victor","6396    4216
Name: query-id, dtype: int64","If banks offer a fixed rate lower than the variable rate, is that an indication interest rates may head down?",
2338,"The answer to this question is related to another question: How would I invest in Uber? Given that Uber is a privately-held company, the average investor cannot directly buy stock.  However, there are some indirect methods that you can use to invest in Uber, and as a result, it is also possible to indirectly short Uber. One method is to invest in (or short) companies that invest in Uber.  Alphabet/Google (GOOG) owns some, as well as Microsoft (MSFT), Toyota (ADR), and other companies.  Theoretically, you could short these companies, as a hit to Uber would be bad for those companies. Another method would be to look at Uber's competitors.  Think about what companies would do well if Uber went under.  Lyft, perhaps, although it is so similar to Uber that if one has trouble, the other may as well.  Perhaps instead you might invest in a traditional taxi company, or a company that provides services to taxi companies, such as Medallion Financial Corporation (MFIN). Keep in mind that either investing or shorting any of these is not really the same as investing/shorting Uber.  It provides you some exposure in Uber, but your investment is also affected by many other things that have nothing to do with Uber. For more information, see the Investopedia article Ways to Invest in Uber before It Goes Public. For the record, I don't recommend that you do any of this.",Someone really needs to shake up the car rental industry the way Uber shook the f*ck up out off the taxi industry.   Just cut out the middle men.   No need to deal with any employees; just Open your phone in a huge parking lot of nice cars at the airport and choose the car that you want to drive yourself for the next few days. Just walk up to the car and open it with the app. And you're off.,"3528    2768
Name: query-id, dtype: int64",How can one go short in Uber?,
2348,"If you make paying off those loans a priority,  you will find money where you can and also look for stuff to sell around your home and also look for as much extra work as you can stand.","""I think you're right that from a pure """"expected future value"""" perspective, it makes sense to pay this loan off as quickly as possible (including not taking the next year's loan). The new student loans with the higher interest rates have changed the balance enough that it's no longer automatically better to keep it going as long as possible. The crucial point in your case, which isn't true for many people, is that you will likely have to pay it off eventually anyway and so in terms of net costs over your lifetime you will do best by paying it off quickly. A few points to set against that, that you might want to consider: Not paying it off is a good hedge against your career not going as well as you expect, e.g. if the economy does badly, you have health problems, you take a career break for any reason. If that happens, you would end up not being forced to pay it off, so will end up gaining from not having done so voluntarily. The money you save in that case could be more valuable to you that the money you would lose if your career does go well. Not paying it off will increase your net cash earlier in life when you are more likely to need it, e.g. for a house deposit. Having more free cash could increase your options, making it possible to buy a house earlier in life. Or it could mean you have a higher deposit when you do buy, reducing the interest rate on the entire mortgage balance. The savings from that could end up being more than the 6% interest on the loan even though when you look at the loan in isolation it seems like a very bad rate.""","5833    3913
Name: query-id, dtype: int64","Should I pay off my 50K of student loans as quickly as possible, or steadily? Why?",
