id,groudTruthContext,retrievedContext,questionId,question,answer
3040,"It is basically the same situation what US was when the crash happened. People took on debt without the means to pay, even with awful credit records. But the problem isn't the debt people take on themselves, but with the limited disposable income they have how efficiently can their debts be serviced. And how do banks who lend out money can recover their money. When banks lend money to all and sundry, they have to take care of defaults and that is when financial wizardry comes into play. In US people have the option to default on their debt and refinance it, so banks assumed default and tried to hedge their risks. If this is an option in Australia, be ready for a crash else not to worry about much. If banks continue lending expect higher inflation rates, higher interest rates and maybe a downgrade of bonds issued by the Australian government. Higher import costs and a boom in exports because of devalued Australian dollar.","""What you are describing is a very specific case of the more general principle of how dividend payments work. Broadly speaking, if you own common shares in a corporation, you are a part owner of that corporation; you have the right to a % of all of that corporation's assets. The value in having that right is ultimately because the corporation will pay you dividends while it operates, and perhaps a final dividend when it liquidates at the end of its life. This is why your shares have value - because they give you ownership of the business itself. Now, assume you own 1k shares in a company with 100M shares, worth a total of $5B. You own 0.001% of the company, and each of your shares is worth $50; the total value of all your shares is $50k. Assume further that the value of the company includes $1B in cash. If the company pays out a dividend of $1B, it will now be only worth $4B. Your shares have just gone down in value by 20%! But, you have a right to 0.001% of the dividend, which equals a $10k cash payment to you. Your personal holdings are now $40k worth of shares, plus $10k in cash. Except for taxes, financial theory states that whether a corporation pays a dividend or not should not impact the value to the individual shareholder.  The difference between a regular corporation and a mutual fund, is that the mutual fund is actually a pool of various investments, and it reports a breakdown of that pool to you in a different way. If you own shares directly in a corporation, the dividends you receive are called 'dividends', even if you bought them 1 minute before the ex-dividend date. But a payment from a mutual fund can be divided between, for example, a flow through of dividends, interest, or a return of capital. If you 'looked inside' your mutual fund you when you bought it, you would see that 40% of its value comes from stock A, 20% comes from stock B, etc etc., including maybe 1% of the value coming from a pile of cash the fund owns at the time you bought your units.  In theory the mutual fund could set aside the cash it holds for current owners only, but then it would need to track everyone's cash-ownership on an individual basis, and there would be thousands of different 'unit classes' based on timing. For simplicity, the mutual fund just says """"yes, when you bought $50k in units, we were 1/3 of the year towards paying out a $10k dividend. So of that $10k dividend, $3,333k of it is assumed to have been cash at the time you bought your shares. Instead of being an actual 'dividend', it is simply a return of capital.""""  By doing this, the mutual fund is able to pay you your owed dividend [otherwise you would still have the same number of units but no cash, meaning you would lose overall value], without forcing you to be taxed on that payment. If the mutual fund didn't do this separate reporting, you would have paid $50k to buy $46,667k of shares and $3,333k of cash, and then you would have paid tax on that cash when it was returned to you. Note that this does not """"falsely exaggerate the investment return"""", because a return of capital is not earnings; that's why it is reported separately.  Note that a 'close-ended fund' is not a mutual fund, it is actually a single corporation. You own units in a mutual fund, giving you the rights to a proportion of all the fund's various investments. You own shares in a close-ended fund, just as you would own shares in any other corporation. The mutual fund passes along the interest, dividends, etc. from its investments on to you; the close-ended fund may pay dividends directly to its shareholders, based on its own internal dividend policy.""","6161    4077
Name: query-id, dtype: int64",What implications does having the highest household debt to disposable income ratio have on Australia?,
3047,"I use paycheckcity.com and first punch in my paycheck and make sure it calculates within a few pennies the value of my actual paycheck. Then I fiddle with withholding values, etc. to see the effect of change.  It has been very effective for me over the years.","Just to offer another alternative, consider Certificates of Deposit (CDs) at an FDIC insured bank or credit union for small or short-term investments. If you don't need access to the money, as stated, and are not willing to take much risk, you could put money into a number of CDs instead of investing it in stocks, or just letting it sit in a regular savings/checking account. You are essentially lending money to the bank for a guaranteed length of time (anywhere from 3 to 60 months), and therefore they can give you a better rate of return than a savings account (which is basically lending it to them with the condition that you could ask for it all back at any time). Your rate of return in CDs is lower a typical stock investment, but carries no risk at all. CD rates typically increase with the length of the CD. For example, my credit union currently offers a 2.3% APY on a 5-year CD, but only 0.75% for 12 month CDs, and a mere 0.1% APY on regular savings/checking accounts. Putting your full $10K deposit into one or more CDs would yield $230 a year instead of a mere $10 in their savings account. If you go this route with some or all of your principal, note that withdrawing the money from a CD before the end of the deposit term will mean forfeiting the interest earned. Some banks may let you withdraw just a portion of a CD, but typically not. Work around this by splitting your funds into multiple CDs, and possibly different term lengths as well, to give you more flexibility in accessing the funds. Personally, I have a rolling emergency fund (~6 months living expenses, separate from all investments and day-to-day income/expenses) split evenly among 5 CDs, each with a 5-year deposit term (for the highest rate) with evenly staggered maturity dates. In any given year, I could close one of these CDs to cover an emergency and lose only a few months of interest on just 20% of my emergency fund, instead of several years interest on all of it. If I needed more funds, I could withdraw more of the CDs as needed, in order of youngest deposit age to minimize the interest loss - although that loss would probably be the least of my worries by then, if I'm dipping deeply into these funds I'll be needing them pretty badly.  Initially I created the CDs with a very small amount and differing term lengths (1 year increments from 1-5 years) and then as each matured, I rolled it back into a 5 year CD. Now every year when one matures, I add a little more principal (to account for increased living expenses), and roll everything back in for another 5 years. Minimal thought and effort, no risk, much higher return than savings, fairly liquid (accessible) in an emergency, and great peace of mind. Plus it ensures I don't blow the money on something else, and that I have something to fall back on if all my other investments completely tanked, or I had massive medical bills, or lost my job, etc.","5797    3893
Name: query-id, dtype: int64","$65000/year or $2500 every two weeks: If I claim 3 exemptions instead of zero, how much would my take home pay be?",
3059,"Too long for a comment -  It's great that you are saving to the match on the 401(k). Does your company offer a Roth 401(k)? If so, you might consider that, instead. From the numbers you offered, you are likely in the 15% bracket now, but will find you move to 25% in years to come. The 2014 tax rates are out and how the 15% bracket ending at $36,900. (Over $47,000 gross income). I'd rather see you pay tax at 15% now, and use pre-tax accounts as your income rises. If the Roth is available.","""To answer the first part of your question: yes, I've done that!  I did even a bit more.  I once had a job that I wasn't sure I'd keep and the economy wasn't great either.  In case my next employer wouldn't let me contribute to a 401(k) from day one, and because I didn't want to underfund my retirement and be stuck with a higher tax bill - I """"front-loaded"""" my 401(k) contributions to be maxed out before the end of the year.  (The contribution limits were lower than $16,500/year back then :-)) As for the reduced cash flow - you need of course a """"buffer"""" account containing several months worth of living expenses to afford maxing out or """"front-loading"""" 401(k) contributions.  You should be paying your bills out of such buffer account and not out of each paycheck.  As for the reduced cash flow - I think large-scale 401(k)/IRA contributions can crowd out other long-term saving  priorities such as saving for a house down payment and the trade-off between them is a real concern.  (If they're crowding out basic and discretionary consumer expenses, that's a totally different kind of problem, which you don't seem to have, which is great :-)) So about the trade-off between large-scale 401(k) contributions and saving for the down payment.  I'd say maxing out 401(k) can foster the savings culture that will eventually pay its dividends.  If, after several years of maxing out your 401(k) you decide that saving for the house is the top priority, you'll see money flow to the money-market account marked for the down payment at a substantial monthly rate, thanks to that savings culture. As for the increasing future earnings - no.  Most people I've known for a long time, if they saved 20% when they made $20K/year, they continued to save 20% or more when they later made $100K/year.  People who spent the entire paycheck while making $50K/year, always say, if only I got a raise to $60K/year, I'd save a few thousand.  But they eventually graduate to $100K/year and still spend the entire paycheck.  It's all about your savings culture. On the second part of your question - yes, Roth is a great tool, especially if you believe that the future tax rates will be higher (to fix the long-term budget deficits).  So, contributing to 401(k) to maximize the match, then max out Roth, as others suggested, is a great advice.  After you've done that, see what else you can do: more 401(k), saving for the house, etc.""","13369    10144
Name: query-id, dtype: int64","Less than a year at my first job out of college, what do I save for first?",
3062,"Yes -- If you are prepared to own the stock and have the cash to buy it, it can be a good way to generate income. The downside is really no more than buying a stock and it goes down -- which can happen to any investment -- and you have the premium of the put. Just don't do it on any stock you would not buy outright. To the posters who say it's a bad idea, I would like some more info on why they think that. It's not more bad idea than any investment. Yes it has risk, but so does buying stocks in general, buying dividend stocks etc and since most options expire worthless the odds are more in your favor selling puts.","Yes -- If you are prepared to own the stock and have the cash to buy it, it can be a good way to generate income. The downside is really no more than buying a stock and it goes down -- which can happen to any investment -- and you have the premium of the put. Just don't do it on any stock you would not buy outright. To the posters who say it's a bad idea, I would like some more info on why they think that. It's not more bad idea than any investment. Yes it has risk, but so does buying stocks in general, buying dividend stocks etc and since most options expire worthless the odds are more in your favor selling puts.","10036    6670
Name: query-id, dtype: int64",Is selling put options an advisable strategy for a retiree to generate stable income?,
3074,Are the schools going to count all my retirement I've saved over the   last 20 years as assets and calculate my EFC on 5.x% of that?! Yes.,"""Two reasons: Many people make lots of financial decisions (and other kinds of decisions) without actually running any numbers to see what is best (or even possible).  They just go with their gut and buy things they feel like buying, without making a thoroughgoing attempt to assess the impact on their finances.  I share your bafflement at this, but it is true. A sobering example that has stuck with me can be found in this Los Angeles Times story from a few years ago, which describes a family spending $1000 more than their income every month, while defaulting on their mortgage and dipping into their 7-year-old daughter's savings account to cover the bills --- but still spending $275 a month on """"beauty products and services"""" and $200 a month on pet expenses. Even to the extent that people do take finances into account, finances are not the only thing they take into account.  For many people, driving a car that is new, looks nice and fresh, has the latest features, etc., is something they are willing to pay money for.  Your question """"why don't people view a car solely as a means of transportation"""" is not a financial question but a psychological one.  The answer to """"why do people buy new cars"""" is """"because people do not view cars solely as a means of transportation"""". I recently bought a used car, and while looking around at different ones I visited a car lot.  When the dealer heard which car I was interested in, he said, """"So, I guess you're looking for a transportation car.""""  I thought to myself, """"Duh.  Is there any other kind?""""  But the fact that someone can say something like that indicates that there are many people who are looking for something other than a """"transportation car"""".""","9901    6578
Name: query-id, dtype: int64",While working overseas my retirement has not gone into a retirement account. Is it going to kill me on the FAFSA?,
3104,"""To answer the first part of your question: yes, I've done that!  I did even a bit more.  I once had a job that I wasn't sure I'd keep and the economy wasn't great either.  In case my next employer wouldn't let me contribute to a 401(k) from day one, and because I didn't want to underfund my retirement and be stuck with a higher tax bill - I """"front-loaded"""" my 401(k) contributions to be maxed out before the end of the year.  (The contribution limits were lower than $16,500/year back then :-)) As for the reduced cash flow - you need of course a """"buffer"""" account containing several months worth of living expenses to afford maxing out or """"front-loading"""" 401(k) contributions.  You should be paying your bills out of such buffer account and not out of each paycheck.  As for the reduced cash flow - I think large-scale 401(k)/IRA contributions can crowd out other long-term saving  priorities such as saving for a house down payment and the trade-off between them is a real concern.  (If they're crowding out basic and discretionary consumer expenses, that's a totally different kind of problem, which you don't seem to have, which is great :-)) So about the trade-off between large-scale 401(k) contributions and saving for the down payment.  I'd say maxing out 401(k) can foster the savings culture that will eventually pay its dividends.  If, after several years of maxing out your 401(k) you decide that saving for the house is the top priority, you'll see money flow to the money-market account marked for the down payment at a substantial monthly rate, thanks to that savings culture. As for the increasing future earnings - no.  Most people I've known for a long time, if they saved 20% when they made $20K/year, they continued to save 20% or more when they later made $100K/year.  People who spent the entire paycheck while making $50K/year, always say, if only I got a raise to $60K/year, I'd save a few thousand.  But they eventually graduate to $100K/year and still spend the entire paycheck.  It's all about your savings culture. On the second part of your question - yes, Roth is a great tool, especially if you believe that the future tax rates will be higher (to fix the long-term budget deficits).  So, contributing to 401(k) to maximize the match, then max out Roth, as others suggested, is a great advice.  After you've done that, see what else you can do: more 401(k), saving for the house, etc.""","Investing only in one industry may be problematic as it is highly correlated. There are factor outside your (or anyones) knowledge which may affect all the industry: If you are familiar with the industry it may happen that you work in that (ignore rest of paragraph if this is not the case). In such case you are likely to have problems at work (frozen salary, no bonus, position terminated) and you need to liquidate the investments at that point (see many advice regarding ESPP). Depending on your field you may have some inside knowledge so even if you would took a position without it you may need to somehow prove it. On the other hand diversifying the investment might reduce the volatility of investment. Rise in oil will cause problems for air industry but will be a boom for oil industry etc. In this way you smooth the grow of the investments. Investing part of portfolio into specific industry may make more sense. It still possibly worth to avoid it at the beginning investor may have trouble to beat the market (for example according to behavioural economics you are exposed to various biases, or if markets are efficient then prices most likely already take into account any information you may have). (I'm still new to all this so it's mostly based on what I read rather then any personal experience. Also a standard disclaimer that this is not an investment, or any other, advice and I'm not licensed financial advisor in any jurisdiction)","7069    4580
Name: query-id, dtype: int64",Any experience with maxing out 401(k)?,
3110,The Paypal 'classic' site option has now been removed and you will not know what you will be charged UNTIL YOU COMMIT TO BUY.  Paypal told  me today ( brexit day 24th ) that their site is NOT connected to the Ebay site so when Ebay tells me '$77.00 approximately £52.43' for an item I would in fact pay £59.62.   You will Not be aware of this UNTIL you commit to by. Paypal informs me there are no plans to restore the 'classic' option Paypal site.,"""Not necessarily.  The abbreviation """"ESOP"""" is ambiguous.  There are at least 8 variations I know of: You'll find references on Google to each of those, some more than others.  For fun you can even substitute the word """"Executive"""" for """"Employee"""" and I'm sure you'll find more.  Really. So you may be mistaken about the """"O"""" referring to """"options"""" and thereby implying it must be about options.  Or, you may be right.  If you participate in such a plan (or program) then check the documentation and then you'll know what it stands for, and how it works.  That being said: companies can have either kind of incentive plan: one that issues stock, or one that issues options, with the intent to eventually issue stock in exchange for the option exercise price. When options are issued, they usually do have an expiration date by which you need to exercise if you want to buy the shares. There may be other conditions attached. For instance, whether the plan is about stocks or options, often there is a vesting schedule that determines when you become eligible to buy or exercise. When you buy the shares, they may be registered directly in your name (you might get a fancy certificate), or they may be deposited in an account in your name. If the company is small and private, the former may be the case, and if public, the latter may be the case. Details vary. Check the plan's documentation and/or with its administrators.""","5496    3750
Name: query-id, dtype: int64",How to check the paypal's current exchange rate?,
3118,"Dividends are normally paid in cash, so don't generally affect your portfolio aside from a slight increase to 'cash'.  You get a check for them, or your broker would deposit the funds into a money-market account for you.  There is sometimes an option to re-invest dividends, See Westyfresh's answer regarding Dividend Re-Investment Plans. As Tom Au described, the dividends are set by the board of directors and announced.  Also as he indicated just before the 'record' date, a stock which pays dividends is worth slightly more (reflecting the value of the dividend that will be paid to anyone holding the stock on the record date) and goes down by the dividend amount immediately after that date (since you'd now have to hold the stock till the next record date to get a dividend)  In general unless there's a big change in the landscape (such as in late 2008) most companies pay out about the same dividend each time, and changes to this are sometimes seen by some as 'indicators' of company health and such news can result in movement in the stock price. When you look at a basic quote on a ticker symbol there is usually a line for Div/yeild which gives the amount of dividend paid per share, and the relative yeild (as a percentage of the stock price).  If a company has been paying dividends, this field will have values in it, if a company does not pay a dividend it will be blank or say NA (depending on where you get the quote).  This is the easiest way to see if a company pays a dividend or not.  for example if you look at this quote for Google, you can see it pays no dividend  Now, in terms of telling when and how much of a dividend has been paid, most financial sites have the option when viewing a stock chart to show the dividend payments.  If you expand the chart to show at least a year, you can see when and how much was paid in terms of dividends.  For example you can see from this chart that MSFT pays dividends once a quarter, and used to pay out 13 cents, but recently changed to 16 cents.   if you were to float your mouse over one of those icons it would also give the date the dividend was paid.","""What you are describing is a very specific case of the more general principle of how dividend payments work. Broadly speaking, if you own common shares in a corporation, you are a part owner of that corporation; you have the right to a % of all of that corporation's assets. The value in having that right is ultimately because the corporation will pay you dividends while it operates, and perhaps a final dividend when it liquidates at the end of its life. This is why your shares have value - because they give you ownership of the business itself. Now, assume you own 1k shares in a company with 100M shares, worth a total of $5B. You own 0.001% of the company, and each of your shares is worth $50; the total value of all your shares is $50k. Assume further that the value of the company includes $1B in cash. If the company pays out a dividend of $1B, it will now be only worth $4B. Your shares have just gone down in value by 20%! But, you have a right to 0.001% of the dividend, which equals a $10k cash payment to you. Your personal holdings are now $40k worth of shares, plus $10k in cash. Except for taxes, financial theory states that whether a corporation pays a dividend or not should not impact the value to the individual shareholder.  The difference between a regular corporation and a mutual fund, is that the mutual fund is actually a pool of various investments, and it reports a breakdown of that pool to you in a different way. If you own shares directly in a corporation, the dividends you receive are called 'dividends', even if you bought them 1 minute before the ex-dividend date. But a payment from a mutual fund can be divided between, for example, a flow through of dividends, interest, or a return of capital. If you 'looked inside' your mutual fund you when you bought it, you would see that 40% of its value comes from stock A, 20% comes from stock B, etc etc., including maybe 1% of the value coming from a pile of cash the fund owns at the time you bought your units.  In theory the mutual fund could set aside the cash it holds for current owners only, but then it would need to track everyone's cash-ownership on an individual basis, and there would be thousands of different 'unit classes' based on timing. For simplicity, the mutual fund just says """"yes, when you bought $50k in units, we were 1/3 of the year towards paying out a $10k dividend. So of that $10k dividend, $3,333k of it is assumed to have been cash at the time you bought your shares. Instead of being an actual 'dividend', it is simply a return of capital.""""  By doing this, the mutual fund is able to pay you your owed dividend [otherwise you would still have the same number of units but no cash, meaning you would lose overall value], without forcing you to be taxed on that payment. If the mutual fund didn't do this separate reporting, you would have paid $50k to buy $46,667k of shares and $3,333k of cash, and then you would have paid tax on that cash when it was returned to you. Note that this does not """"falsely exaggerate the investment return"""", because a return of capital is not earnings; that's why it is reported separately.  Note that a 'close-ended fund' is not a mutual fund, it is actually a single corporation. You own units in a mutual fund, giving you the rights to a proportion of all the fund's various investments. You own shares in a close-ended fund, just as you would own shares in any other corporation. The mutual fund passes along the interest, dividends, etc. from its investments on to you; the close-ended fund may pay dividends directly to its shareholders, based on its own internal dividend policy.""","10822    7332
Name: query-id, dtype: int64","What are dividends, when are they paid, and how do they affect my position?",
3173,"No. An employer is legally obliged to deduct taxes from your pay cheque and send them to the IRS. The only way round that is to either provide evidence of deductions that would reduce your tax bill to nothing, or to become self-employed.","""What you are describing is a very specific case of the more general principle of how dividend payments work. Broadly speaking, if you own common shares in a corporation, you are a part owner of that corporation; you have the right to a % of all of that corporation's assets. The value in having that right is ultimately because the corporation will pay you dividends while it operates, and perhaps a final dividend when it liquidates at the end of its life. This is why your shares have value - because they give you ownership of the business itself. Now, assume you own 1k shares in a company with 100M shares, worth a total of $5B. You own 0.001% of the company, and each of your shares is worth $50; the total value of all your shares is $50k. Assume further that the value of the company includes $1B in cash. If the company pays out a dividend of $1B, it will now be only worth $4B. Your shares have just gone down in value by 20%! But, you have a right to 0.001% of the dividend, which equals a $10k cash payment to you. Your personal holdings are now $40k worth of shares, plus $10k in cash. Except for taxes, financial theory states that whether a corporation pays a dividend or not should not impact the value to the individual shareholder.  The difference between a regular corporation and a mutual fund, is that the mutual fund is actually a pool of various investments, and it reports a breakdown of that pool to you in a different way. If you own shares directly in a corporation, the dividends you receive are called 'dividends', even if you bought them 1 minute before the ex-dividend date. But a payment from a mutual fund can be divided between, for example, a flow through of dividends, interest, or a return of capital. If you 'looked inside' your mutual fund you when you bought it, you would see that 40% of its value comes from stock A, 20% comes from stock B, etc etc., including maybe 1% of the value coming from a pile of cash the fund owns at the time you bought your units.  In theory the mutual fund could set aside the cash it holds for current owners only, but then it would need to track everyone's cash-ownership on an individual basis, and there would be thousands of different 'unit classes' based on timing. For simplicity, the mutual fund just says """"yes, when you bought $50k in units, we were 1/3 of the year towards paying out a $10k dividend. So of that $10k dividend, $3,333k of it is assumed to have been cash at the time you bought your shares. Instead of being an actual 'dividend', it is simply a return of capital.""""  By doing this, the mutual fund is able to pay you your owed dividend [otherwise you would still have the same number of units but no cash, meaning you would lose overall value], without forcing you to be taxed on that payment. If the mutual fund didn't do this separate reporting, you would have paid $50k to buy $46,667k of shares and $3,333k of cash, and then you would have paid tax on that cash when it was returned to you. Note that this does not """"falsely exaggerate the investment return"""", because a return of capital is not earnings; that's why it is reported separately.  Note that a 'close-ended fund' is not a mutual fund, it is actually a single corporation. You own units in a mutual fund, giving you the rights to a proportion of all the fund's various investments. You own shares in a close-ended fund, just as you would own shares in any other corporation. The mutual fund passes along the interest, dividends, etc. from its investments on to you; the close-ended fund may pay dividends directly to its shareholders, based on its own internal dividend policy.""","2202    2063
Name: query-id, dtype: int64",Does an employee have the right to pay the federal and state taxes themselves instead of having employer doing it?,
3217,"I am from Australia, so my answer is based on my experience over here, however it should be similar for the USA. Generally, what determines both the price of houses/apartments and the rents for them is supply and demand. When there is high demand and low supply prices (or rents) generally go up. When there is low demand and high supply prices (or rents) usually go down. What can sometimes happen when house prices go down, is that the demand can drop but so can supply. As the prices drop, developers will make less money on building new houses, so stop building new houses. Other developers can go bankrupt. As less people (including investors) are buying houses, and more people (including investors) try to sell their existing houses, there will be more people looking to rent and less rental properties available to rent. This produces a perfect storm of high demand and low supply of rental properties, causing rents to rise strongly. When the property prices start to go up again as demand increases, there is a shortfall of new properties being built (due to the developers not building during the downturn). At this time developers start to build again but there is a lag time before the new houses can be completed. This lack of supply puts more pressure on both house prices and rents to go up further. Until equilibrium between supply and demand is realised or an oversupply of rental properties exists in the market, rents will continue to rise.","""You will make a profit in nominal dollars (or nominal units of whatever currency you used to buy the token).  Whether you'll make a profit in real dollars depends on inflation, and in practice whether it would be possible to sell your existing tokens to someone else for the new price. Suppose when the price was 50 U (50 """"units"""", since you didn't specify a currency), you bought one token.  Today you can either spend 52 U for a token, and get a liter of milk, or you can spend your existing token (for which you paid 50 U) and get a liter of milk.  It looks like you are making a profit of 2 U by spending your token. However, whether that profit is real or illusory depends on what else you could do with the token.  For instance, suppose that, since the price of a token is now 52 U, you will have no trouble finding someone who wants to buy your token from you for 52 U.  If you sell your token for 52 U, you'll still only be able to buy 1 L of milk.  So if you measure your wealth in milk, you have made no profit: in the past you had a token representing 1 L of milk, and today you still have a token representing 1 L of milk. Suppose now that in the past, when a token cost 50 U, a hamburger also cost 50 U.  Suppose further that a hamburger now costs 52 U.  So you can sell your token for 52 U, but that 52 U will still only buy you one hamburger.  So, again, if you measure your wealth in hamburgers, your have made no profit.  In the past, you could have sold your token and bought a hamburger; today, you can still sell your token and buy a hamburger, and you'll have nothing left over, so you have gained nothing. If, on the other hand, the price of a hamburger today is still 50 U, then you call sell your token for 52 U, buy a hamburger for 50 U, and still have 2 U left over.  You have made a profit. What this all goes to show is that, in practice, the idea of """"profit"""" depends on the overall economy, and whether you could exchange the currency units you have in your possession for a greater quantity of goods than you could in the past.  Whether this is possible depends on the relative changes in price of various goods.  In other words, if you get your money by selling Product A, and later you buy Product B, you may or may not make a profit depending on how the prices of the two products moved relative to one another. Also, in your hypothetical setup, the """"currency"""" (the token) is directly linked to the value of a single good, so you can always at least get 1 L of milk for your token.  Most real currency is not bound to specific goods like your milk token, so it is possible for your currency to lose value in an absolute sense.  For instance, suppose you sell a book for $5.  The $5 is not a """"book token"""" and you cannot rely on being able to exchange it for a book in the future; in the future, all books may cost $10, and the prices of all goods may rise similarly, so your currency will actually be worth less no matter how you try to use it.  This could happen with the milk token if the milkman announces that henceforth 1 L of milk will cost 2 tokens; your existing token suddenly loses half its value. In sum, it is easy to calculate whether you made a profit in currency units.  What is harder is to calculate whether you made a profit in """"real terms"""" (often referred to as """"real dollars"""" or """"inflation-adjusted dollars"""", or the equivalent in your favorite currency).  The reason this is hard is because the idea of """"real dollars"""" is fundamentally linked to the possibility of exchanging currency for goods (and services), and so it depends what goods you're buying.  Inflation statistics published by governments and the like use a """"basket"""" of goods to approximate the overall price movements in the economy as a whole.""","5200    3622
Name: query-id, dtype: int64",Why could rental costs for apartments/houses rise while buying prices can go up and down?,
3283,"""http://finance.yahoo.com/stock-alerts/stock-watch/add/?.done=/stock-alerts/ You will have to have a yahoo account. If you want to provide an alternative delivery email address, visit the URL above. Click """"Stocks Watch"""", enter ticker(s) and price(s) at which you want alerts, then at the bottom select the """"email"""" radio button. If your preferred email address is not listed, click the """"Add an email address"""" link and follow the instructions. I don't know what their limit is, but I currently have three addresses set up -- two to non-@yahoo addresses -- and it works fine.""","""Not necessarily.  The abbreviation """"ESOP"""" is ambiguous.  There are at least 8 variations I know of: You'll find references on Google to each of those, some more than others.  For fun you can even substitute the word """"Executive"""" for """"Employee"""" and I'm sure you'll find more.  Really. So you may be mistaken about the """"O"""" referring to """"options"""" and thereby implying it must be about options.  Or, you may be right.  If you participate in such a plan (or program) then check the documentation and then you'll know what it stands for, and how it works.  That being said: companies can have either kind of incentive plan: one that issues stock, or one that issues options, with the intent to eventually issue stock in exchange for the option exercise price. When options are issued, they usually do have an expiration date by which you need to exercise if you want to buy the shares. There may be other conditions attached. For instance, whether the plan is about stocks or options, often there is a vesting schedule that determines when you become eligible to buy or exercise. When you buy the shares, they may be registered directly in your name (you might get a fancy certificate), or they may be deposited in an account in your name. If the company is small and private, the former may be the case, and if public, the latter may be the case. Details vary. Check the plan's documentation and/or with its administrators.""","8021    5270
Name: query-id, dtype: int64",Free service for automatic email stock alert when target price is met?,
3293,This seems really simple to me.,"When I was in that boat a few years ago, I went for the car first.  My thoughts: If I get the car first, I'm guaranteed to have a car that runs well.  That makes it more convenient to commute to any job, or for social functions.  I ended up dropping about $20k into a car (paid cash, I don't like being in debt).  I chose to buy a really nice car, knowing it will last for many years to come - I'm expecting to not replace it for about 10 years from the purchase.  I would urge you to consider paying in full for the car; dumping $20k+ is a lot, and there are plenty of nice cars out there in the $10-20k range that will work just fine for years to come.  One benefit of paying in full is that you don't have a portion of your income tied into the car loan. The main reason I chose not to go for the house first had more to do with the difference in commitment.  A home mortgage is a 30-year commitment on a large chunk of your income.  With the job market and housing markets both currently working against you, it's better to wait until you have a large safety net to fall into. For example, it's always recommended to have several months worth of living expenses in savings.  Compared to renting, having 6 or more months of mortgage payments + utilities + insurance + property taxes + other mandatory expenses (see: food, gas) comes out to a significant amount more that you should have saved (for me, I'm looking at a minimum of about $20k in savings just to feel comfortable; YMMV).  Also, owning a house always has more maintenance costs than you will predict.  Even if it's just replacing a few light bulbs at first, eventually you'll need something major: an appliance will die, your roof will spring a leak, anything (I had both of those happen in the first year, though it could be bad luck).  You should make sure that you can afford the increased monthly payments while still well under your income. Once you're locked in to the house, you can still set aside a smaller chunk of your income for a new car 5-10 years down the road.  But if you're current car is getting down to it's last legs, you should get that fixed up before you lock yourself in to an uncomfortable situation. Don't be in too much of a hurry to buy a house.  The housing market still has a ways to go before it recovers, and there's not a whole lot to help it along.  Interest rates may go up, but that will only hurt the housing market, so I don't expect it to change too much for the next several months.  With a little bit of sanity, we won't have another outrageous housing bubble for many years, so houses should remain somewhat affordable (interest rates may vary).  Also keep in mind that if you pay less that 20% down on the house, you may end up with some form of mortgage interest, which is just extra interest you'll owe each month.","9473    6288
Name: query-id, dtype: int64",Saving up for an expensive car,
3312,"""The link you originally included had an affiliate code included (now removed). It is likely that your """"friend"""" suggested the site to you because there is something in it for your """"friend"""" if you sign up with their link. Seek independent financial advice, not from somebody trying to earn a commission off you. Don't trust everything you read online – again, the advice may be biased.  Many of the online """"reviews"""" for Regal Assets look like excuses to post affiliate links. A handful of the highly-ranked (by Google Search) """"reviews"""" about this company even obscure their links to this company using HTTP redirects. Whenever I see this practice in a """"review"""" for a web site, I have to ask if it is to try and appear more independent by hiding the affiliation? Gold and other precious metal commodities can be part of a diversified portfolio, a small part with some value as a hedge, but IMHO it isn't prudent to put all your eggs in that basket. Look up the benefits of diversification.  It isn't hard to find compelling evidence in favor of the practice.  You should also look up the benefits of low-fee passively-managed index funds. A self-directed IRA with a reputable broker can give you access to a wide selection of low-fee funds, not just a single risky asset class.""","""The link you originally included had an affiliate code included (now removed). It is likely that your """"friend"""" suggested the site to you because there is something in it for your """"friend"""" if you sign up with their link. Seek independent financial advice, not from somebody trying to earn a commission off you. Don't trust everything you read online – again, the advice may be biased.  Many of the online """"reviews"""" for Regal Assets look like excuses to post affiliate links. A handful of the highly-ranked (by Google Search) """"reviews"""" about this company even obscure their links to this company using HTTP redirects. Whenever I see this practice in a """"review"""" for a web site, I have to ask if it is to try and appear more independent by hiding the affiliation? Gold and other precious metal commodities can be part of a diversified portfolio, a small part with some value as a hedge, but IMHO it isn't prudent to put all your eggs in that basket. Look up the benefits of diversification.  It isn't hard to find compelling evidence in favor of the practice.  You should also look up the benefits of low-fee passively-managed index funds. A self-directed IRA with a reputable broker can give you access to a wide selection of low-fee funds, not just a single risky asset class.""","6190    4090
Name: query-id, dtype: int64",Should I switch/rollover my IRA to a Gold IRA at Regal Assets?,
